15899,9801,4842,1687,9994,9630,101,13146,8019,638,11913,1288,539,7515,10890,5039,3347,6666,8550,15857;15899,9523,101,9523,15899,1687
9523,9801,4842,1687,9994,3347,6666,9415,5947,3704,9630,11867,3690,101,13146,638,8019,11913,1288,539;9523,101,9523,15899,1687
15899,9801,4842,1687,9994,9630,101,13146,638,8019,11913,6666,3347,9415,5947,1288,3704,11867,3690,7515;101,9523,15899,1687
9523,15899,4842,9801,1687,9630,9994,13146,8019,638,1288,5039,7743,17169,2453,11913,6666,3347,9415,5947;9523,15899,1687
15899,4842,9801,101,1687,9630,9994,13146,638,8019,1288,5039,11913,7743,6666,3347,17169,9415,5947,3704;15899,1687
9523,4842,9801,1687,101,9994,9630,8019,638,13146,3347,6666,9415,5947,3704,1288,11867,5039,3690,11913;1687
14011,2681,9127,5595,4617,7112,1334,15372,17003,18093,11509,10576,7630,2708,2140,11446,1528,17855,12253,15980;16601,14455
17985,17003,13355,7112,4161,14011,2681,9213,12504,8014,4400,14525,16900,48,11667,13739,9127,5595,4617,8026;14455
12097,12713,17671,9384,13829,477,729,317,676,5530,1720,4066,12617,13275,507,8870,12229,16321,14673,2234;427,5878
11818,5121,12713,17671,5878,1600,8799,12715,7075,8797,2538,10125,5238,1215,1094,5563,12880,12097,549,4619;5878
15180,2394,9149,10914,5382,17456,15875,6721,865,13408,10554,17665,1158,16281,16589,9725,2523,9605,729,4619;10788,15260,5520
10620,5436,16281,16589,2523,10217,3035,792,6958,12996,17393,5697,14816,15180,17137,5225,824,7471,577,600;15260,5520
10788,2523,5697,10620,16589,792,14816,5436,16281,12026,15356,8965,18067,10217,3035,6958,12996,17393,3812,3112;5520
7419,16457,16887,676,16321,13829,477,729,317,5530,14673,9384,1720,12617,13275,507,8870,4066,4031,4619;18082,6654,7419,18082,6654,18082
3076,1670,15499,10103,7261,11502,17605,7419,6654,16457,14673,676,5530,9384,317,729,477,13829,16321,4066;6654,7419,18082,6654,18082
7419,16457,3076,18082,15499,7261,10103,1670,17605,11502,676,4031,5530,9384,317,729,477,13829,16321,4066;7419,18082,6654,18082
6654,16457,3076,18082,15499,7261,10103,1670,17605,11502,676,4031,5530,9384,317,729,477,13829,16321,4066;18082,6654,18082
7419,6654,16457,1670,15499,10103,7261,3076,17605,11502,676,14673,5530,9384,317,729,477,13829,16321,4066;6654,18082
7419,16457,3076,18082,15499,7261,10103,1670,17605,11502,676,4031,5530,9384,317,729,477,13829,16321,4066;18082
9092,2888,3548,2834,16671,676,13829,477,729,317,5530,4066,9384,1720,12617,13275,507,8870,16321,16887;2888,12550,9092,12550
9092,2051,12550,10440,2834,10133,10855,7153,7161,6747,7892,11660,8895,3548,16671,729,1720,5530,317,676;12550,9092,12550
2888,9092,2051,10440,2834,3548,16671,10133,6747,7153,7892,10855,7161,11660,8895,317,9384,5530,729,477;9092,12550
2888,12550,2051,2834,10440,6453,15025,3548,16671,10133,10855,7161,6747,7153,7892,11660,8895,729,477,13829;12550
8783,8083,16234,16690,1649,673,3784,17896,17385,8912,13057,13935,11006,17387,8933,7530,3065,1533,2286,16782;8783,6547,8912
6547,16690,17387,8083,673,1649,17896,13057,8912,17385,7530,13935,3065,11006,8933,2286,13983,1012,4502,5862;6547,8912
8783,16690,8083,1649,17387,673,16234,17896,17385,8912,13057,7530,8933,11006,13935,3065,2286,13983,12089,1012;8912
15567,16887,676,4066,16321,13829,477,729,317,5530,4031,9384,1720,12617,13275,507,8870,14673,2372,153;17287
5035,1102,12070,6411,6802,9384,13829,477,729,317,676,5530,12617,1720,4066,13275,507,8870,12229,16321;15946,4485,11854,15946,4485,1102,5035,9186,4485
5035,1102,12070,9931,9186,204,6411,6802,17420,2234,12229,8870,507,13275,12617,1720,9384,5530,676,317;4485,11854,15946,4485,1102,5035,9186,4485
15946,6802,5035,16189,1102,12070,9931,9186,204,6411,12617,729,317,676,5530,9384,1720,5922,13275,13829;11854,15946,4485,1102,5035,9186,4485
16189,7761,6991,16860,6802,15946,5609,15990,1669,4485,5035,1102,12070,9931,9186,204,6411,9384,676,5530;15946,4485,1102,5035,9186,4485
11854,16189,7761,6991,16860,5035,6802,1102,12070,9186,204,5609,15990,1669,4485,9931,6411,507,5530,477;4485,1102,5035,9186,4485
11854,15946,16189,6802,7761,6991,16860,5035,1102,12070,9186,204,5609,15990,1669,9931,6411,507,317,8870;1102,5035,9186,4485
12070,15946,11854,16189,9931,6802,4485,7761,6991,16860,5035,9186,204,15990,5609,1669,6411,8870,507,13275;5035,9186,4485
15946,9931,1102,12070,6802,204,11854,6411,16189,4485,7761,6991,16860,9186,15990,5609,1669,3737,477,729;9186,4485
15946,5035,9931,6802,204,1102,12070,6991,11854,6411,13337,1191,4001,16189,4485,7761,16860,5609,15990,1669;4485
10179,2716,1041,14232,18017,10096,10436,16045,14882,6853,17128,15933,3595,12938,4865,1612,7442,2189,507,13275;1612
4149,3640,16887,5530,13829,477,729,317,676,9384,4066,1720,12617,13275,507,8870,12229,16321,14673,2234;3640,4149,3608
6591,15826,3608,12837,5490,7042,4149,12617,1720,13275,9384,16321,507,676,317,729,477,13829,5530,16887;4149,3608
3608,3640,15826,6591,12837,7042,5490,12617,13275,1720,16321,507,9384,5530,676,317,729,477,13829,4066;3608
5007,4107,9948,601,17105,2329,11003,317,676,5530,9384,477,1720,12617,13275,507,8870,12229,4619,729;9799,16311,17051,16311,17051,16311,17051,16311
17105,601,2796,11003,8678,8169,5007,4107,9948,2329,9384,5530,1720,12617,13275,507,8870,676,317,729;16311,17051,16311,17051,16311,17051,16311
3206,439,17051,636,18032,12876,3491,14070,701,1334,9799,17105,11648,2175,11831,11900,6140,1884,13049,1837;17051,16311,17051,16311,17051,16311
16311,3206,439,636,18032,12876,14070,3491,1334,6140,1837,11321,1281,13483,701,9799,17105,11648,11831,2175;16311,17051,16311,17051,16311
17051,3206,439,636,18032,12876,14070,3491,1334,701,1837,6140,11321,1281,13483,11648,11831,11900,2175,1884;17051,16311,17051,16311
16311,3206,439,636,18032,12876,14070,3491,1334,1837,6140,11321,1281,13483,701,11648,11831,11900,2175,1884;16311,17051,16311
17051,3206,439,636,18032,12876,14070,3491,1334,701,1837,6140,11321,1281,13483,11648,11831,11900,2175,1884;17051,16311
16311,3206,439,636,18032,12876,14070,3491,1334,1837,6140,11321,1281,13483,701,11648,11831,11900,2175,1884;16311
17790,13698,17955,7853,11725,12590,17539,12617,1720,13275,16321,5530,507,676,317,8870,729,477,13829,9384;17790,441,17790,441
13698,17955,441,2399,11639,7853,12590,11725,17539,17420,729,317,8266,676,5530,9384,13391,1720,12617,13275;441,17790,441
17790,13698,17955,7853,11725,12590,17539,11639,2399,7994,18033,507,13275,12617,1720,9384,5530,1437,676,17420;17790,441
13698,17955,441,2399,11639,7853,12590,11725,17539,17420,729,317,8266,676,5530,9384,13391,1720,12617,13275;441
18026,14495,16887,9384,13829,477,729,317,676,5530,1720,2234,12617,13275,507,8870,12229,16321,4066,14673;10391
6155,7620,4823,8979,1243,276,6365,4686,16707,10287,5717,4743,15060,7494,11454,11979,14134,6352,1486,16292;15847
4608,8486,5974,12521,4164,3148,1929,4806,2311,8333,17556,17359,11458,16732,1629,14481,4508,10411,14234,7841;9147,8814
5622,13565,3507,17395,11420,1875,9651,4608,8486,6253,1869,5594,7142,9784,4327,2374,4748,4438,4666,14304;8814
5689,15447,14887,507,13275,12617,1720,9384,5530,4031,676,317,729,8870,477,13829,16321,4066,14673,2372;4683
7797,4522,7742,9484,3720,1188,9453,10492,13829,477,729,317,676,1720,5530,9384,4066,12617,13275,507;4289
10195,6535,1631,9242,10379,12566,5096,9097,8870,12229,507,13275,729,1720,4619,9384,5530,676,317,12617;4576,3814
5096,14561,9242,9536,15174,2866,14609,2801,10410,12566,6990,7102,10248,17043,15674,5230,14946,17477,9604,1122;3814
17341,17400,5928,16887,9384,13829,477,729,317,676,5530,12617,1720,4066,13275,507,8870,12229,16321,4031;2591
17116,6339,9568,9384,477,729,317,676,5530,16887,13829,12617,13275,507,8870,12229,4619,2234,1720,4066;17116
17295,16887,5530,16321,13829,477,729,317,676,9384,14673,1720,12617,13275,507,8870,12229,4066,4031,2234;3879
17834,8637,16314,13133,5043,17756,14512,566,8620,4846,13660,15270,13758,10247,13603,9023,2089,13704,693,12161;10352,8620
17653,8637,13133,8620,13631,17756,566,17834,4733,8803,4577,6670,14879,4846,13660,12967,10238,16314,3343,11510;8620
3478,5530,16321,13829,477,729,317,676,9384,14673,1720,12617,13275,507,8870,12229,4066,16887,2234,3427;350,12286
3478,12286,3898,17245,17133,8683,16321,477,729,317,16887,676,5530,9384,1720,12617,13275,507,8870,13829;12286
13502,3961,12708,1552,5879,15506,6462,12105,16905,13694,12263,17556,14633,14302,14481,14696,10675,6795,8631,4066;13502,6860
6860,3961,12708,15506,13694,14302,14696,6795,5879,1552,6462,12105,16905,17556,12263,14633,14481,10675,5530,676;6860
6852,16887,5530,13829,477,729,317,676,9384,4066,1720,12617,13275,507,8870,12229,16321,14673,2234,3427;6852
10896,9672,9492,10022,509,11992,17507,4713,11589,3904,1680,507,13275,13829,12617,1720,9384,5530,676,317;17507,2011,17507
2011,9492,10896,11992,9672,10022,509,4713,11589,3904,1680,507,13829,13275,12617,1720,9384,5530,676,317;2011,17507
10896,9492,9672,11992,10022,509,17507,4713,11589,3904,1680,507,13275,13829,12617,1720,9384,5530,676,317;17507
2931,10702,4308,9384,13829,477,729,317,676,5530,1720,4066,12617,13275,507,8870,12229,4619,16321,16887;15211,4308,1653,3911,5197,9336,14380,17460,2931,7600,4803,13898,10702,4803,2338,11778,3009,16183,692,14524,8879,2221,14911,14874,11002,13480,14091,9519,1711,15663,4573,7906,12700,12087,12652,12339,12338,15940,6656,14428,15663,1711,10702,2338,692,14524,8879,2221,13480,14091,9519,1711,4573,7906,12700,1711,10702,2338,2221,13480,14091,9519,4573,7906,6669,9216,8923,9270,10771,15424,800,17196,11555,9764,10702,2338,2221,13480,14091,9519,4573,7906,11555,9764,13831,1092,2222,9764,11555,13629,10702,2338,14628,10702,2338,2221,14091,4573,7906,11555,9764,2222
1653,9336,2338,4573,2931,10702,4308,16852,13898,4803,7600,17460,5197,3911,14380,9037,8879,1210,11619,12549;4308,1653,3911,5197,9336,14380,17460,2931,7600,4803,13898,10702,4803,2338,11778,3009,16183,692,14524,8879,2221,14911,14874,11002,13480,14091,9519,1711,15663,4573,7906,12700,12087,12652,12339,12338,15940,6656,14428,15663,1711,10702,2338,692,14524,8879,2221,13480,14091,9519,1711,4573,7906,12700,1711,10702,2338,2221,13480,14091,9519,4573,7906,6669,9216,8923,9270,10771,15424,800,17196,11555,9764,10702,2338,2221,13480,14091,9519,4573,7906,11555,9764,13831,1092,2222,9764,11555,13629,10702,2338,14628,10702,2338,2221,14091,4573,7906,11555,9764,2222
9037,1653,9336,2931,2338,3911,5197,14380,10702,7600,4803,16852,13898,17460,4573,15211,1210,3009,692,2221;1653,3911,5197,9336,14380,17460,2931,7600,4803,13898,10702,4803,2338,11778,3009,16183,692,14524,8879,2221,14911,14874,11002,13480,14091,9519,1711,15663,4573,7906,12700,12087,12652,12339,12338,15940,6656,14428,15663,1711,10702,2338,692,14524,8879,2221,13480,14091,9519,1711,4573,7906,12700,1711,10702,2338,2221,13480,14091,9519,4573,7906,6669,9216,8923,9270,10771,15424,800,17196,11555,9764,10702,2338,2221,13480,14091,9519,4573,7906,11555,9764,13831,1092,2222,9764,11555,13629,10702,2338,14628,10702,2338,2221,14091,4573,7906,11555,9764,2222
4308,9336,9037,2338,3911,5197,14380,2931,4573,16852,13898,7600,4803,17460,15211,3009,692,16183,10702,12087;3911,5197,9336,14380,17460,2931,7600,4803,13898,10702,4803,2338,11778,3009,16183,692,14524,8879,2221,14911,14874,11002,13480,14091,9519,1711,15663,4573,7906,12700,12087,12652,12339,12338,15940,6656,14428,15663,1711,10702,2338,692,14524,8879,2221,13480,14091,9519,1711,4573,7906,12700,1711,10702,2338,2221,13480,14091,9519,4573,7906,6669,9216,8923,9270,10771,15424,800,17196,11555,9764,10702,2338,2221,13480,14091,9519,4573,7906,11555,9764,13831,1092,2222,9764,11555,13629,10702,2338,14628,10702,2338,2221,14091,4573,7906,11555,9764,2222
1653,9336,4308,9037,5197,14380,2338,2931,16852,13898,7600,4803,17460,3009,4573,692,16183,10702,1210,15211;5197,9336,14380,17460,2931,7600,4803,13898,10702,4803,2338,11778,3009,16183,692,14524,8879,2221,14911,14874,11002,13480,14091,9519,1711,15663,4573,7906,12700,12087,12652,12339,12338,15940,6656,14428,15663,1711,10702,2338,692,14524,8879,2221,13480,14091,9519,1711,4573,7906,12700,1711,10702,2338,2221,13480,14091,9519,4573,7906,6669,9216,8923,9270,10771,15424,800,17196,11555,9764,10702,2338,2221,13480,14091,9519,4573,7906,11555,9764,13831,1092,2222,9764,11555,13629,10702,2338,14628,10702,2338,2221,14091,4573,7906,11555,9764,2222
1653,9336,4308,3911,9037,14380,2338,2931,13898,16852,7600,4803,17460,3009,692,16183,4573,10702,14911,14874;9336,14380,17460,2931,7600,4803,13898,10702,4803,2338,11778,3009,16183,692,14524,8879,2221,14911,14874,11002,13480,14091,9519,1711,15663,4573,7906,12700,12087,12652,12339,12338,15940,6656,14428,15663,1711,10702,2338,692,14524,8879,2221,13480,14091,9519,1711,4573,7906,12700,1711,10702,2338,2221,13480,14091,9519,4573,7906,6669,9216,8923,9270,10771,15424,800,17196,11555,9764,10702,2338,2221,13480,14091,9519,4573,7906,11555,9764,13831,1092,2222,9764,11555,13629,10702,2338,14628,10702,2338,2221,14091,4573,7906,11555,9764,2222
1653,3911,5197,9037,4308,14380,16852,4803,13898,7600,2931,2338,3009,17460,692,16183,4573,10702,5681,14524;14380,17460,2931,7600,4803,13898,10702,4803,2338,11778,3009,16183,692,14524,8879,2221,14911,14874,11002,13480,14091,9519,1711,15663,4573,7906,12700,12087,12652,12339,12338,15940,6656,14428,15663,1711,10702,2338,692,14524,8879,2221,13480,14091,9519,1711,4573,7906,12700,1711,10702,2338,2221,13480,14091,9519,4573,7906,6669,9216,8923,9270,10771,15424,800,17196,11555,9764,10702,2338,2221,13480,14091,9519,4573,7906,11555,9764,13831,1092,2222,9764,11555,13629,10702,2338,14628,10702,2338,2221,14091,4573,7906,11555,9764,2222
9336,1653,5197,3911,9037,4308,16852,7600,13898,4803,2931,3009,17460,2338,692,16183,4573,5681,10702,14524;17460,2931,7600,4803,13898,10702,4803,2338,11778,3009,16183,692,14524,8879,2221,14911,14874,11002,13480,14091,9519,1711,15663,4573,7906,12700,12087,12652,12339,12338,15940,6656,14428,15663,1711,10702,2338,692,14524,8879,2221,13480,14091,9519,1711,4573,7906,12700,1711,10702,2338,2221,13480,14091,9519,4573,7906,6669,9216,8923,9270,10771,15424,800,17196,11555,9764,10702,2338,2221,13480,14091,9519,4573,7906,11555,9764,13831,1092,2222,9764,11555,13629,10702,2338,14628,10702,2338,2221,14091,4573,7906,11555,9764,2222
9336,14380,1653,5197,3911,9037,4308,7600,4803,16852,13898,2931,2338,3009,692,16183,4573,11778,10702,5681;2931,7600,4803,13898,10702,4803,2338,11778,3009,16183,692,14524,8879,2221,14911,14874,11002,13480,14091,9519,1711,15663,4573,7906,12700,12087,12652,12339,12338,15940,6656,14428,15663,1711,10702,2338,692,14524,8879,2221,13480,14091,9519,1711,4573,7906,12700,1711,10702,2338,2221,13480,14091,9519,4573,7906,6669,9216,8923,9270,10771,15424,800,17196,11555,9764,10702,2338,2221,13480,14091,9519,4573,7906,11555,9764,13831,1092,2222,9764,11555,13629,10702,2338,14628,10702,2338,2221,14091,4573,7906,11555,9764,2222
9336,4308,14380,5197,3911,1653,9037,17460,16852,13898,4803,7600,2338,3009,692,16183,10702,4573,11778,5681;7600,4803,13898,10702,4803,2338,11778,3009,16183,692,14524,8879,2221,14911,14874,11002,13480,14091,9519,1711,15663,4573,7906,12700,12087,12652,12339,12338,15940,6656,14428,15663,1711,10702,2338,692,14524,8879,2221,13480,14091,9519,1711,4573,7906,12700,1711,10702,2338,2221,13480,14091,9519,4573,7906,6669,9216,8923,9270,10771,15424,800,17196,11555,9764,10702,2338,2221,13480,14091,9519,4573,7906,11555,9764,13831,1092,2222,9764,11555,13629,10702,2338,14628,10702,2338,2221,14091,4573,7906,11555,9764,2222
9336,5197,3911,14380,4308,9037,2931,1653,17460,16852,13898,4803,2338,3009,692,16183,10702,11778,4573,5681;4803,13898,10702,4803,2338,11778,3009,16183,692,14524,8879,2221,14911,14874,11002,13480,14091,9519,1711,15663,4573,7906,12700,12087,12652,12339,12338,15940,6656,14428,15663,1711,10702,2338,692,14524,8879,2221,13480,14091,9519,1711,4573,7906,12700,1711,10702,2338,2221,13480,14091,9519,4573,7906,6669,9216,8923,9270,10771,15424,800,17196,11555,9764,10702,2338,2221,13480,14091,9519,4573,7906,11555,9764,13831,1092,2222,9764,11555,13629,10702,2338,14628,10702,2338,2221,14091,4573,7906,11555,9764,2222
5197,3911,9336,14380,9037,2931,4308,7600,13898,16852,17460,1653,2338,3009,692,16183,10702,11778,4573,5681;13898,10702,4803,2338,11778,3009,16183,692,14524,8879,2221,14911,14874,11002,13480,14091,9519,1711,15663,4573,7906,12700,12087,12652,12339,12338,15940,6656,14428,15663,1711,10702,2338,692,14524,8879,2221,13480,14091,9519,1711,4573,7906,12700,1711,10702,2338,2221,13480,14091,9519,4573,7906,6669,9216,8923,9270,10771,15424,800,17196,11555,9764,10702,2338,2221,13480,14091,9519,4573,7906,11555,9764,13831,1092,2222,9764,11555,13629,10702,2338,14628,10702,2338,2221,14091,4573,7906,11555,9764,2222
3911,5197,9336,14380,7600,4803,16852,2931,9037,17460,4308,1653,2338,3009,692,10702,16183,11778,4573,5681;10702,4803,2338,11778,3009,16183,692,14524,8879,2221,14911,14874,11002,13480,14091,9519,1711,15663,4573,7906,12700,12087,12652,12339,12338,15940,6656,14428,15663,1711,10702,2338,692,14524,8879,2221,13480,14091,9519,1711,4573,7906,12700,1711,10702,2338,2221,13480,14091,9519,4573,7906,6669,9216,8923,9270,10771,15424,800,17196,11555,9764,10702,2338,2221,13480,14091,9519,4573,7906,11555,9764,13831,1092,2222,9764,11555,13629,10702,2338,14628,10702,2338,2221,14091,4573,7906,11555,9764,2222
2931,4308,3911,5197,4803,16852,13898,7600,9336,14380,17460,9037,1653,2338,3009,692,11778,16183,4573,14524;4803,2338,11778,3009,16183,692,14524,8879,2221,14911,14874,11002,13480,14091,9519,1711,15663,4573,7906,12700,12087,12652,12339,12338,15940,6656,14428,15663,1711,10702,2338,692,14524,8879,2221,13480,14091,9519,1711,4573,7906,12700,1711,10702,2338,2221,13480,14091,9519,4573,7906,6669,9216,8923,9270,10771,15424,800,17196,11555,9764,10702,2338,2221,13480,14091,9519,4573,7906,11555,9764,13831,1092,2222,9764,11555,13629,10702,2338,14628,10702,2338,2221,14091,4573,7906,11555,9764,2222
2931,7600,16852,13898,3911,5197,4308,17460,14380,9336,9037,2338,1653,10702,3009,11778,692,16183,4573,14524;2338,11778,3009,16183,692,14524,8879,2221,14911,14874,11002,13480,14091,9519,1711,15663,4573,7906,12700,12087,12652,12339,12338,15940,6656,14428,15663,1711,10702,2338,692,14524,8879,2221,13480,14091,9519,1711,4573,7906,12700,1711,10702,2338,2221,13480,14091,9519,4573,7906,6669,9216,8923,9270,10771,15424,800,17196,11555,9764,10702,2338,2221,13480,14091,9519,4573,7906,11555,9764,13831,1092,2222,9764,11555,13629,10702,2338,14628,10702,2338,2221,14091,4573,7906,11555,9764,2222
2931,4308,13898,16852,7600,4803,9037,3911,5197,17460,14380,9336,1653,10702,11778,3009,692,16183,4573,15211;11778,3009,16183,692,14524,8879,2221,14911,14874,11002,13480,14091,9519,1711,15663,4573,7906,12700,12087,12652,12339,12338,15940,6656,14428,15663,1711,10702,2338,692,14524,8879,2221,13480,14091,9519,1711,4573,7906,12700,1711,10702,2338,2221,13480,14091,9519,4573,7906,6669,9216,8923,9270,10771,15424,800,17196,11555,9764,10702,2338,2221,13480,14091,9519,4573,7906,11555,9764,13831,1092,2222,9764,11555,13629,10702,2338,14628,10702,2338,2221,14091,4573,7906,11555,9764,2222
2338,2931,7600,13898,16852,4803,9037,4308,17460,5197,3911,14380,9336,1653,10702,3009,692,16183,4573,14524;3009,16183,692,14524,8879,2221,14911,14874,11002,13480,14091,9519,1711,15663,4573,7906,12700,12087,12652,12339,12338,15940,6656,14428,15663,1711,10702,2338,692,14524,8879,2221,13480,14091,9519,1711,4573,7906,12700,1711,10702,2338,2221,13480,14091,9519,4573,7906,6669,9216,8923,9270,10771,15424,800,17196,11555,9764,10702,2338,2221,13480,14091,9519,4573,7906,11555,9764,13831,1092,2222,9764,11555,13629,10702,2338,14628,10702,2338,2221,14091,4573,7906,11555,9764,2222
9037,5197,3911,4308,14380,2338,9336,1653,2931,7600,13898,4803,16852,17460,692,11778,16183,4573,10702,14524;16183,692,14524,8879,2221,14911,14874,11002,13480,14091,9519,1711,15663,4573,7906,12700,12087,12652,12339,12338,15940,6656,14428,15663,1711,10702,2338,692,14524,8879,2221,13480,14091,9519,1711,4573,7906,12700,1711,10702,2338,2221,13480,14091,9519,4573,7906,6669,9216,8923,9270,10771,15424,800,17196,11555,9764,10702,2338,2221,13480,14091,9519,4573,7906,11555,9764,13831,1092,2222,9764,11555,13629,10702,2338,14628,10702,2338,2221,14091,4573,7906,11555,9764,2222
